user_id,age,occupation,city_type,commute_mode,commute_days_per_week,avg_commute_distance_km_per_day,weekly_commute_distance_km,monthly_flight_distance_km,monthly_ride_share_km,vehicle_ownership,estimated_monthly_transport_emissions_kg_co2e
U0575,25,Homemaker,Semi-Urban,Car - solo,4,18.6,74.6,70.0,0.8,Car,73.56
U0576,18,Business Traveler,Semi-Urban,Motorcycle,4,14.4,57.6,211.3,0.4,Two-wheeler,79.62
U0577,34,Remote Worker,Urban,Bus,3,9.4,28.2,58.9,5.7,Shared,21.54
U0578,18,Student,Urban,Bus,3,0.5,1.5,101.6,12.5,Shared,19.54
U0579,26,Remote Worker,Semi-Urban,Carpool,4,2.3,9.1,16.2,25.7,Shared,11.33
U0580,31,Remote Worker,Semi-Urban,Bus,5,13.2,65.9,91.5,1.1,Shared,48.91
U0581,18,Office Worker,Semi-Urban,Motorcycle,4,17.2,68.9,46.9,2.0,Two-wheeler,43.07
U0582,43,Business Traveler,Metro,Motorcycle,3,19.8,59.3,380.0,2.0,Two-wheeler,88.78
U0583,22,Student,Rural,Walking,3,4.8,14.4,208.5,16.6,None,37.16
U0584,36,Student,Metro,Metro/Subway,4,13.7,54.7,0.7,0.7,Shared,9.98
U0585,42,Business Traveler,Metro,Motorcycle,3,16.9,50.8,298.9,7.0,Two-wheeler,100.21
U0586,40,Retired,Semi-Urban,Car - solo,7,17.8,124.8,117.8,16.5,Car,126.12
U0587,44,Remote Worker,Urban,Cycling,4,14.2,56.8,58.2,0.3,None,9.54
U0588,56,Shop Owner,Metro,Metro/Subway,6,9.8,58.7,216.1,8.9,Shared,67.23
U0589,42,Homemaker,Rural,Motorcycle,6,22.1,132.9,137.6,2.6,Two-wheeler,82.19
U0590,20,Office Worker,Urban,Motorcycle,5,13.2,65.9,140.8,3.2,Two-wheeler,52.98
U0591,27,Shop Owner,Urban,Carpool,6,27.2,163.5,53.6,38.5,Shared,88.31
U0592,28,Student,Urban,Metro/Subway,4,8.3,33.4,117.2,0.1,Shared,25.04
U0593,47,Homemaker,Urban,Motorcycle,4,22.6,90.4,112.8,9.0,Two-wheeler,70.83
U0594,18,Remote Worker,Rural,Walking,6,4.6,27.4,56.7,0.9,None,14.65
U0595,18,Office Worker,Urban,Motorcycle,4,10.5,42.0,188.5,5.0,Two-wheeler,67.76
U0596,35,Student,Semi-Urban,Cycling,4,5.8,23.2,38.8,4.1,None,7.11
U0597,49,Retired,Rural,Car - solo,4,25.9,103.6,3.1,19.6,Car,90.44
U0598,26,Remote Worker,Semi-Urban,Carpool,2,16.2,32.5,92.5,7.1,Shared,38.32
U0599,18,Student,Urban,Electric Train,3,14.0,41.9,8.4,8.0,Shared,8.34
U0600,42,Homemaker,Urban,Car - solo,7,18.3,127.9,47.6,2.9,Car,119.04
U0601,62,Remote Worker,Metro,Carpool,3,15.9,47.8,27.2,3.0,Shared,24.7
U0602,31,Freelancer,Urban,Motorcycle,3,17.0,51.0,111.8,4.0,Two-wheeler,52.02
U0603,22,Homemaker,Rural,Carpool,4,15.7,63.0,191.3,29.4,Shared,62.73
U0604,38,Homemaker,Urban,Bus,4,9.6,38.2,2.2,4.0,Shared,16.06
U0605,37,Freelancer,Semi-Urban,Walking,5,0.5,2.5,232.1,9.3,None,60.97
U0606,35,Office Worker,Rural,Motorcycle,4,18.4,73.8,7.6,9.1,Two-wheeler,35.88
U0607,26,Office Worker,Urban,Car - solo,5,17.7,88.4,88.6,31.2,Car,93.95
U0608,31,Student,Semi-Urban,Metro/Subway,3,10.6,31.8,146.6,2.6,Shared,30.04
U0609,31,Homemaker,Semi-Urban,Motorcycle,3,17.8,53.5,82.3,2.0,Two-wheeler,45.24
U0610,25,Student,Rural,Bus,5,0.5,2.5,135.5,0.1,Shared,23.07
U0611,18,Remote Worker,Urban,Carpool,7,22.2,155.3,35.8,12.8,Shared,72.17
U0612,18,Homemaker,Rural,Car - solo,5,20.7,103.7,404.3,10.8,Car,154.19
U0613,21,Freelancer,Urban,Motorcycle,4,20.7,82.6,103.5,0.4,Two-wheeler,63.32
U0614,35,Homemaker,Metro,Carpool,4,28.9,115.7,298.7,7.0,Shared,97.61
U0615,32,Remote Worker,Metro,Carpool,6,26.7,159.9,130.4,1.2,Shared,87.27
U0616,21,Freelancer,Urban,Bus,3,8.4,25.2,107.8,1.9,Shared,27.66
U0617,44,Business Traveler,Urban,Car - solo,5,22.0,110.0,470.7,6.8,Car,169.46
U0618,50,Remote Worker,Rural,Walking,3,15.2,45.6,7.7,2.5,None,1.73
U0619,27,Office Worker,Metro,Car - solo,5,12.1,60.6,13.4,6.9,Car,53.92
U0620,18,Office Worker,Semi-Urban,Motorcycle,4,7.2,28.9,52.7,15.0,Two-wheeler,24.37
U0621,24,Office Worker,Metro,Bus,3,17.4,52.1,168.6,4.7,Shared,48.46
U0622,50,Freelancer,Metro,Bus,3,20.0,60.1,41.5,1.5,Shared,30.21
U0623,21,Office Worker,Urban,Metro/Subway,6,19.4,116.6,265.1,12.7,Shared,66.36
U0624,25,Freelancer,Semi-Urban,Car - solo,4,24.4,97.4,32.7,10.3,Car,88.32
U0625,37,Shop Owner,Urban,Cycling,6,6.4,38.6,79.9,3.4,None,13.68
U0626,21,Student,Semi-Urban,Cycling,4,15.9,63.8,123.3,1.8,None,20.45
U0627,30,Homemaker,Semi-Urban,Cycling,6,6.4,38.5,29.1,0.1,None,4.75
U0628,22,Remote Worker,Semi-Urban,Cycling,6,14.8,88.5,555.1,0.1,None,90.51
U0629,38,Freelancer,Semi-Urban,Motorcycle,4,25.0,100.0,6.8,0.1,Two-wheeler,46.34
U0630,18,Student,Metro,Bus,4,6.8,27.3,135.4,4.9,Shared,33.55
U0631,32,Freelancer,Metro,Bus,6,10.8,64.5,231.0,6.2,Shared,84.97
U0632,55,Homemaker,Metro,Carpool,4,15.7,62.9,20.6,0.1,Shared,29.26
U0633,32,Remote Worker,Semi-Urban,Carpool,6,25.3,151.6,114.9,8.1,Shared,93.23
U0634,19,Remote Worker,Metro,Walking,5,8.5,42.6,248.1,3.6,None,41.12
U0635,28,Shop Owner,Metro,Bus,3,6.2,18.6,30.3,1.7,Shared,12.45
U0636,24,Office Worker,Semi-Urban,Cycling,6,2.9,17.2,20.1,2.7,None,5.66
U0637,33,Freelancer,Rural,Bus,7,8.3,58.4,72.4,0.0,Shared,34.33
U0638,32,Freelancer,Metro,Metro/Subway,5,21.8,108.9,49.2,0.1,Shared,27.38
U0639,30,Business Traveler,Semi-Urban,Motorcycle,6,25.3,151.9,974.5,4.2,Two-wheeler,227.38
U0640,27,Office Worker,Metro,Bus,5,12.3,61.7,300.2,13.7,Shared,75.35
U0641,23,Remote Worker,Semi-Urban,Carpool,5,22.3,111.7,68.3,21.9,Shared,67.56
U0642,57,Office Worker,Urban,Metro/Subway,5,0.9,4.7,126.1,5.5,Shared,22.44
U0643,46,Retired,Semi-Urban,Motorcycle,3,17.1,51.4,110.3,3.0,Two-wheeler,41.49
U0644,25,Office Worker,Metro,Electric Train,5,9.8,48.8,211.5,7.0,Shared,42.15
U0645,32,Student,Urban,Electric Train,5,25.2,126.2,204.5,5.0,Shared,50.69
U0646,33,Student,Semi-Urban,Metro/Subway,6,4.8,29.0,175.8,4.9,Shared,50.93
U0647,23,Student,Urban,Cycling,2,9.3,18.6,164.7,1.7,None,42.31
U0648,18,Remote Worker,Metro,Cycling,5,0.7,3.6,483.6,1.2,None,79.06
U0649,31,Office Worker,Semi-Urban,Bus,1,17.0,17.0,88.5,3.6,Shared,21.65
U0650,22,Freelancer,Semi-Urban,Car - solo,3,13.7,41.1,70.1,19.1,Car,55.68
U0651,29,Office Worker,Metro,Metro/Subway,3,0.5,1.5,116.6,15.9,Shared,22.33
U0652,27,Office Worker,Urban,Metro/Subway,7,9.0,63.2,161.1,0.2,Shared,37.5
U0653,29,Office Worker,Rural,Motorcycle,3,12.4,37.2,385.0,3.4,Two-wheeler,80.01
U0654,43,Freelancer,Semi-Urban,Carpool,5,24.5,122.5,24.1,5.3,Shared,55.33
U0655,25,Freelancer,Urban,Bus,4,6.7,26.7,23.3,0.0,Shared,14.1
U0656,67,Homemaker,Rural,Bus,7,19.5,136.4,18.9,0.1,Shared,55.63
U0657,36,Homemaker,Metro,Electric Train,5,4.6,23.2,7.3,2.6,Shared,4.71
U0658,30,Freelancer,Semi-Urban,Car - solo,7,19.2,134.1,253.3,4.7,Car,176.98
U0659,34,Student,Rural,Metro/Subway,3,16.3,48.8,101.6,0.0,Shared,34.58
U0660,50,Student,Metro,Bus,2,6.4,12.7,170.1,7.6,Shared,34.11
U0661,60,Office Worker,Metro,Electric Train,5,0.5,2.5,65.2,15.4,Shared,13.92
U0662,33,Student,Urban,Metro/Subway,4,6.4,25.6,120.4,2.9,Shared,35.8
U0663,27,Student,Metro,Walking,4,18.4,73.4,39.7,1.9,None,10.48
U0664,31,Remote Worker,Metro,Walking,6,4.7,28.1,126.2,5.9,None,21.7
U0665,57,Shop Owner,Metro,Car - solo,4,26.6,106.3,80.5,16.0,Car,104.58
U0666,27,Office Worker,Urban,Bus,4,15.3,61.1,93.6,6.2,Shared,40.01
U0667,56,Homemaker,Urban,Car - solo,4,17.6,70.4,107.2,8.9,Car,77.69
U0668,29,Office Worker,Semi-Urban,Motorcycle,6,23.7,142.5,92.6,10.8,Two-wheeler,80.71
U0669,25,Office Worker,Urban,Carpool,5,14.8,73.9,286.7,4.2,Shared,77.93
U0670,49,Business Traveler,Metro,Car - solo,4,15.4,61.6,821.0,18.4,Car,188.6
U0671,40,Homemaker,Metro,Cycling,4,9.8,39.4,190.4,1.3,None,31.29
U0672,30,Remote Worker,Urban,Cycling,4,16.9,67.5,9.3,1.8,None,2.72
U0673,57,Business Traveler,Metro,Carpool,7,6.1,42.9,291.8,3.6,Shared,65.9
U0674,40,Shop Owner,Semi-Urban,Motorcycle,6,18.2,109.1,160.0,0.1,Two-wheeler,74.74
U0675,18,Remote Worker,Semi-Urban,Bus,5,15.1,75.3,213.2,1.1,Shared,83.59
U0676,21,Freelancer,Metro,Metro/Subway,5,0.5,2.5,135.9,0.2,Shared,22.64
U0677,39,Student,Metro,Metro/Subway,3,9.5,28.5,142.1,0.1,Shared,41.32
U0678,35,Remote Worker,Metro,Bus,4,13.0,51.8,89.3,1.1,Shared,34.75
U0679,37,Office Worker,Urban,Car - solo,3,26.1,78.4,60.1,2.0,Car,75.32
U0680,25,Freelancer,Urban,Motorcycle,4,9.9,39.7,75.6,8.9,Two-wheeler,31.75
U0681,39,Remote Worker,Metro,Walking,3,1.4,4.1,50.7,2.8,None,13.46
U0682,25,Office Worker,Urban,Car - solo,3,10.9,32.7,259.7,1.0,Car,69.73
U0683,47,Freelancer,Rural,Car - solo,3,12.9,38.7,58.8,21.5,Car,45.89
U0684,62,Remote Worker,Urban,Cycling,5,10.2,51.1,31.8,0.5,None,8.22
U0685,21,Office Worker,Urban,Carpool,4,9.4,37.6,118.2,23.9,Shared,39.32
U0686,41,Student,Urban,Metro/Subway,4,12.8,51.3,38.9,0.0,Shared,15.45
U0687,39,Remote Worker,Metro,Carpool,5,24.4,122.0,77.8,59.5,Shared,74.26
U0688,48,Business Traveler,Metro,Car - solo,4,10.7,42.6,688.2,17.9,Car,151.06
U0689,37,Student,Metro,Bus,7,0.5,3.5,146.7,0.0,Shared,38.76
U0690,54,Homemaker,Urban,Car - solo,5,21.0,105.0,105.2,1.1,Car,104.69
U0691,58,Business Traveler,Semi-Urban,Car - solo,6,20.9,125.4,440.7,18.5,Car,179.64
U0692,25,Student,Metro,Metro/Subway,2,0.5,1.0,302.9,0.0,Shared,49.55
U0693,37,Office Worker,Semi-Urban,Carpool,5,20.4,101.9,40.9,8.7,Shared,50.26
U0694,60,Business Traveler,Metro,Metro/Subway,4,8.2,32.7,662.9,2.2,Shared,114.29
U0695,33,Freelancer,Semi-Urban,Car - solo,6,21.0,126.1,100.2,25.0,Car,125.98
U0696,32,Freelancer,Urban,Bus,6,3.1,18.6,29.2,0.1,Shared,14.6
U0697,42,Student,Metro,Bus,1,18.6,18.6,77.6,0.2,Shared,19.85
U0698,18,Office Worker,Semi-Urban,Car - solo,6,20.4,122.5,11.5,10.9,Car,105.76
U0699,30,Remote Worker,Semi-Urban,Carpool,2,23.8,47.6,6.2,14.0,Shared,23.29
U0700,49,Retired,Semi-Urban,Motorcycle,5,24.8,123.8,87.4,2.6,Two-wheeler,69.95
U0701,31,Remote Worker,Urban,Cycling,3,6.2,18.6,99.7,0.1,None,16.26
U0702,24,Shop Owner,Metro,Metro/Subway,5,5.8,28.8,69.5,0.5,Shared,16.54
U0703,38,Homemaker,Rural,Car - solo,3,11.4,34.2,461.5,3.5,Car,146.8
U0704,37,Freelancer,Metro,Carpool,7,19.5,136.8,70.1,1.8,Shared,74.49
U0705,35,Freelancer,Rural,Motorcycle,3,17.3,52.0,141.1,15.4,Two-wheeler,62.14
U0706,51,Retired,Metro,Metro/Subway,1,7.3,7.3,5.7,12.9,Shared,4.72
U0707,32,Remote Worker,Semi-Urban,Carpool,4,23.6,94.5,217.2,10.8,Shared,76.34
U0708,29,Office Worker,Semi-Urban,Walking,3,4.1,12.3,120.8,1.2,None,19.92
U0709,36,Office Worker,Rural,Car - solo,4,22.6,90.6,125.3,3.1,Car,107.86
U0710,29,Shop Owner,Semi-Urban,Cycling,4,3.5,14.1,221.3,2.2,None,36.49
U0711,30,Freelancer,Urban,Motorcycle,4,24.4,97.7,359.2,0.0,Two-wheeler,135.19
U0712,42,Remote Worker,Urban,Bus,4,16.2,64.8,185.1,1.7,Shared,72.52
U0713,33,Office Worker,Urban,Car - solo,4,28.1,112.4,33.2,13.5,Car,104.47
U0714,45,Business Traveler,Metro,Motorcycle,5,35.6,178.1,157.9,15.3,Two-wheeler,108.08
U0715,19,Office Worker,Urban,Metro/Subway,3,11.2,33.7,57.9,0.9,Shared,20.92
U0716,42,Office Worker,Urban,Motorcycle,4,30.4,121.5,122.7,0.0,Two-wheeler,85.49
U0717,18,Shop Owner,Urban,Carpool,5,12.3,61.4,466.0,29.6,Shared,106.92
U0718,18,Freelancer,Urban,Motorcycle,5,16.7,83.5,259.0,0.7,Two-wheeler,103.45
U0719,31,Student,Metro,Bus,2,10.3,20.7,77.1,12.1,Shared,29.95
U0720,41,Shop Owner,Metro,Metro/Subway,4,13.2,52.9,178.8,3.9,Shared,55.75
U0721,33,Freelancer,Metro,Electric Train,2,4.8,9.6,90.5,0.6,Shared,16.12
U0722,21,Office Worker,Urban,Carpool,2,15.2,30.4,65.1,8.5,Shared,24.74
U0723,52,Student,Urban,Bus,6,6.7,40.1,42.5,2.6,Shared,22.86
U0724,34,Office Worker,Metro,Metro/Subway,7,12.3,86.2,20.2,3.6,Shared,19.29
U0725,51,Office Worker,Metro,Metro/Subway,3,10.1,30.2,73.3,26.9,Shared,22.47
U0726,25,Remote Worker,Rural,Cycling,6,4.2,25.2,5.8,6.3,None,2.15
U0727,52,Remote Worker,Urban,Carpool,5,6.1,30.5,99.0,3.7,Shared,29.39
U0728,27,Homemaker,Semi-Urban,Carpool,4,13.0,52.0,53.5,4.4,Shared,30.95
U0729,22,Office Worker,Rural,Car - solo,4,28.2,112.6,389.7,8.5,Car,158.77
U0730,18,Freelancer,Urban,Car - solo,5,15.5,77.7,177.0,3.5,Car,94.08
U0731,41,Student,Semi-Urban,Cycling,4,7.4,29.7,185.8,0.8,None,30.44
U0732,39,Freelancer,Rural,Motorcycle,4,24.4,97.7,16.3,2.3,Two-wheeler,48.16
U0733,35,Student,Semi-Urban,Metro/Subway,3,3.8,11.4,76.2,0.3,Shared,21.51
U0734,27,Office Worker,Urban,Motorcycle,6,15.4,92.5,15.8,1.4,Two-wheeler,45.57
U0735,18,Remote Worker,Urban,Walking,6,10.1,60.4,14.9,1.7,None,2.75
U0736,38,Freelancer,Semi-Urban,Car - solo,5,34.0,170.0,115.2,0.8,Car,160.27
U0737,44,Homemaker,Metro,Bus,5,6.5,32.6,95.6,5.5,Shared,29.21
U0738,52,Office Worker,Metro,Bus,6,11.8,70.8,136.3,0.0,Shared,49.49
U0739,38,Remote Worker,Urban,Walking,4,2.3,9.4,45.6,0.6,None,7.54
U0740,37,Student,Urban,Bus,5,3.6,17.9,286.6,0.9,Shared,80.15
U0741,26,Freelancer,Metro,Bus,3,14.3,42.9,80.0,7.2,Shared,30.94
U0742,34,Remote Worker,Urban,Carpool,5,20.6,103.1,144.8,1.3,Shared,66.27
U0743,53,Freelancer,Semi-Urban,Motorcycle,3,18.6,55.9,62.9,0.4,Two-wheeler,35.27
U0744,30,Student,Metro,Cycling,4,7.0,28.0,28.3,4.5,None,8.1
U0745,18,Office Worker,Urban,Metro/Subway,4,8.8,35.2,160.6,8.1,Shared,33.99
U0746,18,Remote Worker,Metro,Cycling,5,9.8,49.0,155.2,11.5,None,27.52
U0747,52,Freelancer,Metro,Bus,5,12.9,64.6,407.1,0.2,Shared,91.29
U0748,18,Student,Urban,Bus,4,1.8,7.1,299.3,4.6,Shared,52.41
U0749,37,Student,Semi-Urban,Bus,3,0.9,2.8,175.9,1.3,Shared,30.01
U0750,50,Freelancer,Metro,Electric Train,5,1.2,6.2,301.9,3.5,Shared,50.69
U0751,28,Office Worker,Urban,Bus,4,2.5,9.8,236.4,2.5,Shared,42.78
U0752,18,Office Worker,Urban,Motorcycle,3,24.4,73.1,62.7,6.2,Two-wheeler,49.78
U0753,37,Shop Owner,Metro,Cycling,3,2.2,6.6,7.1,1.7,None,2.14
U0754,24,Freelancer,Semi-Urban,Carpool,5,21.6,107.8,115.5,3.9,Shared,63.9
U0755,35,Office Worker,Rural,Motorcycle,5,0.5,2.5,154.7,0.3,Two-wheeler,40.63
U0756,46,Freelancer,Urban,Motorcycle,4,22.7,90.9,246.6,1.3,Two-wheeler,80.98
U0757,38,Shop Owner,Urban,Cycling,3,7.3,21.9,14.7,0.1,None,3.76
U0758,25,Freelancer,Rural,Carpool,4,25.1,100.5,301.0,5.2,Shared,91.38
U0759,31,Business Traveler,Metro,Motorcycle,5,22.1,110.6,61.9,2.4,Two-wheeler,65.57
U0760,65,Homemaker,Semi-Urban,Bus,7,7.4,52.1,80.0,1.9,Shared,40.83
U0761,51,Retired,Metro,Car - solo,1,18.9,18.9,138.7,5.8,Car,39.48
U0762,47,Remote Worker,Urban,Walking,5,7.4,36.9,50.9,1.8,None,8.65
U0763,48,Remote Worker,Urban,Walking,3,3.9,11.7,415.7,16.3,None,109.12
U0764,42,Office Worker,Rural,Walking,4,5.7,22.7,30.7,0.1,None,5.03
U0765,20,Office Worker,Semi-Urban,Motorcycle,4,17.5,70.2,30.6,5.7,Two-wheeler,40.21
U0766,28,Student,Rural,Bus,4,20.9,83.7,95.0,2.4,Shared,48.18
U0767,38,Freelancer,Semi-Urban,Bus,6,11.0,66.1,71.8,3.0,Shared,44.35
U0768,30,Student,Metro,Metro/Subway,1,11.4,11.4,241.4,6.6,Shared,42.65
U0769,39,Homemaker,Urban,Motorcycle,4,17.9,71.5,103.0,1.3,Two-wheeler,58.39
U0770,31,Shop Owner,Urban,Walking,1,0.5,0.5,48.6,4.4,None,8.76
U0771,31,Business Traveler,Urban,Car - solo,5,14.4,72.1,294.4,17.4,Car,111.29
U0772,30,Business Traveler,Metro,Car - solo,4,15.3,61.2,160.4,16.3,Car,80.15
U0773,29,Shop Owner,Urban,Car - solo,4,18.2,72.9,88.0,19.2,Car,78.62
U0774,33,Business Traveler,Semi-Urban,Metro/Subway,4,17.3,69.2,333.1,3.0,Shared,97.8
U0775,25,Homemaker,Rural,Walking,4,0.5,2.0,106.0,0.3,None,27.09
U0776,44,Student,Urban,Cycling,5,0.5,2.5,233.2,9.0,None,39.74
U0777,19,Shop Owner,Metro,Carpool,3,29.7,89.0,40.1,24.9,Shared,51.61
U0778,49,Shop Owner,Urban,Motorcycle,3,15.0,44.9,129.1,2.2,Two-wheeler,41.5
U0779,42,Business Traveler,Semi-Urban,Car - solo,5,23.4,117.0,516.0,1.2,Car,229.12
U0780,38,Business Traveler,Metro,Motorcycle,5,29.8,149.0,265.6,1.0,Two-wheeler,109.95
U0781,55,Business Traveler,Semi-Urban,Bus,4,13.4,53.8,299.0,1.8,Shared,69.8
U0782,28,Student,Urban,Metro/Subway,4,0.5,2.0,76.1,22.9,Shared,17.16
U0783,23,Shop Owner,Urban,Bus,4,8.5,34.1,63.1,1.0,Shared,23.61
U0784,30,Student,Urban,Cycling,2,5.0,9.9,18.3,7.1,None,4.35
U0785,31,Student,Urban,Cycling,6,20.8,124.5,114.5,1.7,None,29.54
U0786,39,Office Worker,Semi-Urban,Carpool,5,20.4,102.2,185.6,5.3,Shared,73.32
U0787,31,Shop Owner,Metro,Metro/Subway,4,13.2,52.9,78.3,30.0,Shared,27.91
U0788,26,Office Worker,Urban,Motorcycle,4,15.8,63.2,63.7,12.8,Two-wheeler,41.01
U0789,48,Shop Owner,Metro,Car - solo,6,17.7,106.0,107.0,9.4,Car,117.18
U0790,51,Homemaker,Metro,Walking,4,7.7,30.9,226.4,15.2,None,39.83
U0791,18,Office Worker,Metro,Electric Train,4,10.0,40.0,24.9,2.3,Shared,9.69
U0792,36,Retired,Metro,Bus,4,19.9,79.7,84.7,0.1,Shared,44.53
U0793,38,Student,Urban,Metro/Subway,4,7.2,28.8,20.1,6.2,Shared,9.59
U0794,36,Office Worker,Urban,Walking,4,5.3,21.3,255.9,44.3,None,50.22
U0795,40,Homemaker,Urban,Metro/Subway,3,0.5,1.5,318.0,3.7,Shared,52.82
U0796,37,Office Worker,Urban,Car - solo,4,14.9,59.6,349.5,1.7,Car,106.82
U0797,56,Shop Owner,Urban,Metro/Subway,5,7.2,36.0,0.7,4.2,Shared,7.3
U0798,49,Business Traveler,Urban,Car - solo,3,11.2,33.7,550.9,3.7,Car,118.52
U0799,40,Remote Worker,Metro,Walking,4,0.5,2.0,298.6,0.3,None,48.72
U0800,24,Office Worker,Urban,Carpool,3,13.6,40.7,77.8,2.8,Shared,29.98
U0801,30,Remote Worker,Semi-Urban,Carpool,3,17.8,53.4,238.5,35.1,Shared,67.59
U0802,53,Retired,Semi-Urban,Motorcycle,4,19.4,77.5,78.5,1.7,Two-wheeler,47.68
U0803,18,Office Worker,Urban,Metro/Subway,4,6.9,27.8,168.2,4.9,Shared,33.3
U0804,32,Homemaker,Metro,Electric Train,4,7.5,30.0,2.1,1.6,Shared,4.73
U0805,31,Remote Worker,Urban,Walking,4,1.0,3.9,37.6,3.3,None,6.77
U0806,22,Remote Worker,Semi-Urban,Bus,3,4.7,14.0,205.5,2.2,Shared,39.32
U0807,20,Student,Urban,Metro/Subway,1,10.5,10.5,62.0,9.7,Shared,13.83
U0808,31,Office Worker,Metro,Electric Train,2,2.9,5.8,79.2,0.7,Shared,13.8
U0809,54,Business Traveler,Semi-Urban,Car - solo,6,21.9,131.1,157.7,9.0,Car,136.42
U0810,25,Remote Worker,Metro,Carpool,3,13.5,40.6,81.8,4.8,Shared,30.97
U0811,18,Shop Owner,Semi-Urban,Carpool,6,23.4,140.5,57.6,2.0,Shared,67.56
U0812,47,Shop Owner,Urban,Motorcycle,5,26.7,133.7,267.1,0.0,Two-wheeler,127.72
U0813,18,Office Worker,Semi-Urban,Bus,4,13.3,53.1,101.8,0.6,Shared,37.18
U0814,31,Retired,Metro,Bus,3,12.0,36.0,197.8,7.5,Shared,47.56
U0815,55,Freelancer,Semi-Urban,Cycling,2,13.8,27.6,12.0,1.7,None,3.4
U0816,26,Remote Worker,Semi-Urban,Cycling,5,1.9,9.7,105.4,2.7,None,27.4
U0817,27,Remote Worker,Urban,Bus,4,18.5,74.1,140.3,4.2,Shared,52.23
U0818,39,Student,Semi-Urban,Electric Train,3,14.8,44.3,414.0,1.5,Shared,73.52
U0819,41,Shop Owner,Semi-Urban,Bus,3,25.6,76.8,5.8,4.9,Shared,32.01
U0820,27,Student,Rural,Bus,4,12.1,48.2,140.8,1.0,Shared,41.73
U0821,44,Freelancer,Semi-Urban,Motorcycle,2,19.2,38.3,110.8,3.5,Two-wheeler,35.82
U0822,20,Student,Urban,Bus,3,14.5,43.5,108.2,1.9,Shared,44.76
U0823,18,Student,Metro,Cycling,4,0.5,2.0,126.9,1.5,None,20.99
U0824,37,Freelancer,Urban,Bus,4,14.3,57.3,143.9,0.5,Shared,58.88
U0825,41,Student,Semi-Urban,Walking,5,9.8,48.9,296.1,0.0,None,48.27
U0826,28,Student,Urban,Bus,4,4.0,16.0,76.1,2.0,Shared,25.96
U0827,27,Remote Worker,Urban,Bus,4,4.8,19.0,81.3,2.3,Shared,28.53
U0828,38,Shop Owner,Rural,Car - solo,3,12.9,38.6,19.1,8.7,Car,36.88
U0829,32,Shop Owner,Urban,Car - solo,4,11.9,47.6,232.7,4.0,Car,78.26
U0830,39,Remote Worker,Urban,Bus,7,7.9,55.1,50.9,0.3,Shared,34.27
U0831,45,Retired,Metro,Electric Train,3,1.8,5.5,12.5,1.1,Shared,4.11
U0832,45,Remote Worker,Urban,Cycling,2,0.7,1.4,334.7,11.8,None,87.61
U0833,29,Office Worker,Metro,Electric Train,3,6.9,20.7,55.7,0.0,Shared,16.91
U0834,68,Shop Owner,Rural,Bus,4,13.3,53.0,70.6,0.7,Shared,32.09
U0835,31,Student,Metro,Electric Train,4,14.6,58.4,141.1,14.7,Shared,33.41
U0836,39,Student,Rural,Walking,4,0.5,2.0,187.8,0.0,None,47.9
U0837,56,Business Traveler,Urban,Motorcycle,5,3.0,15.1,140.1,1.2,Two-wheeler,29.82
U0838,35,Remote Worker,Metro,Bus,3,10.1,30.4,419.9,20.3,Shared,84.06
U0839,21,Office Worker,Rural,Motorcycle,4,26.1,104.4,559.0,4.0,Two-wheeler,138.47
U0840,35,Shop Owner,Metro,Electric Train,4,11.8,47.1,142.9,3.7,Shared,30.12
U0841,33,Student,Rural,Metro/Subway,4,4.1,16.3,207.5,2.7,Shared,37.24
U0842,30,Office Worker,Metro,Metro/Subway,7,5.2,36.5,130.8,0.0,Shared,39.82
U0843,41,Shop Owner,Metro,Carpool,6,27.8,167.0,242.0,4.0,Shared,108.9
U0844,40,Freelancer,Metro,Bus,7,9.8,68.6,57.3,1.7,Shared,41.38
U0845,38,Business Traveler,Urban,Motorcycle,6,13.2,79.1,168.0,8.6,Two-wheeler,64.33
U0846,33,Office Worker,Rural,Motorcycle,6,3.7,22.1,52.8,0.3,Two-wheeler,18.52
U0847,18,Freelancer,Urban,Carpool,5,13.8,69.0,52.3,21.6,Shared,41.03
U0848,27,Remote Worker,Semi-Urban,Cycling,7,12.9,90.3,15.4,11.3,None,4.68
U0849,28,Student,Urban,Electric Train,4,15.7,62.9,219.4,0.7,Shared,44.07
U0850,26,Office Worker,Urban,Motorcycle,4,19.4,77.4,111.0,0.2,Two-wheeler,62.87
U0851,46,Business Traveler,Urban,Car - solo,2,25.0,50.0,537.8,4.5,Car,130.08
U0852,24,Remote Worker,Semi-Urban,Cycling,5,0.5,2.5,122.2,2.3,None,20.36
U0853,36,Business Traveler,Urban,Bus,5,9.2,46.2,108.3,0.9,Shared,35.63
U0854,49,Business Traveler,Rural,Car - solo,4,18.3,73.0,1164.6,1.3,Car,357.93
U0855,41,Shop Owner,Semi-Urban,Carpool,4,15.1,60.5,3.7,8.5,Shared,27.45
U0856,56,Student,Rural,Bus,3,4.2,12.7,3.0,1.6,Shared,5.95
U0857,21,Student,Metro,Metro/Subway,3,10.4,31.3,20.8,1.2,Shared,9.18
U0858,37,Retired,Rural,Walking,3,9.3,27.8,30.0,0.7,None,5.04
U0859,45,Retired,Metro,Electric Train,6,14.4,86.2,28.5,3.2,Shared,19.07
U0860,25,Student,Metro,Cycling,2,10.5,21.0,101.2,3.5,None,26.49
