user_id,carbon_awareness_score,price_sensitivity_score,commute_flexibility_score,diet_flexibility_score,energy_saving_flexibility_score,digital_engagement_score,social_influence_score,synthetic_green_adoption_probability,synthetic_green_adoption_score_pct,behavior_segment,top_emission_driver,preferred_nudge_channel
U0719,75,55,55,34,65,85,35,0.982,98,Early adopter,electricity,Push reminder
U0720,51,16,52,53,71,53,34,0.949,95,Low awareness,food,WhatsApp
U0721,41,98,72,18,39,49,75,0.978,98,Price sensitive,food,In-app card
U0722,62,65,44,48,50,69,7,0.968,97,Early adopter,food,App notification
U0723,49,39,10,0,58,41,45,0.867,87,Low awareness,transport,App notification
U0724,86,62,33,13,58,57,59,0.975,98,High climate awareness,transport,In-app card
U0725,15,45,75,0,48,54,47,0.901,90,Habit driven,food,Push reminder
U0726,33,56,44,40,91,86,84,0.977,98,Low awareness,food,In-app card
U0727,64,47,32,30,50,64,56,0.959,96,High climate awareness,food,In-app card
U0728,36,6,26,31,36,37,49,0.817,82,Early adopter,food,App notification
U0729,51,43,70,38,43,65,7,0.953,95,Habit driven,electricity,In-app card
U0730,43,32,22,8,16,31,0,0.741,74,High climate awareness,electricity,WhatsApp
U0731,51,74,28,36,72,51,51,0.967,97,Price sensitive,food,App notification
U0732,59,48,68,21,52,95,54,0.976,98,Early adopter,food,WhatsApp
U0733,43,55,62,42,55,58,27,0.96,96,Habit driven,transport,In-app card
U0734,52,93,43,19,54,48,50,0.97,97,Price sensitive,food,Push reminder
U0735,36,34,52,88,34,75,56,0.964,96,Time constrained,transport,Push reminder
U0736,65,73,38,45,51,42,57,0.975,98,Price sensitive,food,In-app card
U0737,51,28,69,24,25,67,74,0.951,95,Habit driven,transport,Push reminder
U0738,60,49,81,31,51,63,24,0.972,97,Habit driven,electricity,WhatsApp
U0739,54,58,36,38,48,59,66,0.964,96,Early adopter,transport,In-app card
U0740,77,70,43,6,54,52,59,0.973,97,High climate awareness,transport,In-app card
U0741,69,97,64,59,88,66,68,0.995,99,Price sensitive,waste,In-app card
U0742,78,76,11,32,73,69,47,0.978,98,High climate awareness,electricity,Push reminder
U0743,67,32,62,50,51,56,52,0.972,97,High climate awareness,transport,Push reminder
U0744,53,48,84,3,18,75,23,0.946,95,Habit driven,electricity,In-app card
U0745,21,28,5,12,36,98,39,0.804,80,Early adopter,electricity,In-app card
U0746,81,42,44,36,60,84,91,0.985,99,Early adopter,waste,WhatsApp
U0747,50,67,82,39,42,87,54,0.983,98,Early adopter,food,Push reminder
U0748,74,37,34,0,37,78,48,0.942,94,Early adopter,food,In-app card
U0749,41,88,63,46,86,52,26,0.981,98,Price sensitive,food,In-app card
U0750,83,72,81,29,46,56,44,0.988,99,High climate awareness,waste,In-app card
U0751,29,41,24,38,65,38,94,0.93,93,Low awareness,transport,App notification
U0752,78,74,64,25,40,42,41,0.979,98,High climate awareness,transport,Push reminder
U0753,64,37,6,70,46,74,41,0.954,95,Early adopter,food,WhatsApp
U0754,37,39,25,92,49,77,0,0.942,94,Time constrained,electricity,WhatsApp
U0755,64,68,35,79,83,90,63,0.991,99,Early adopter,transport,App notification
U0756,53,59,35,47,38,56,90,0.969,97,Price sensitive,transport,Email
U0757,63,53,61,45,48,68,55,0.978,98,Early adopter,transport,Push reminder
U0758,70,69,43,38,50,71,70,0.982,98,Early adopter,transport,WhatsApp
U0759,51,25,17,17,36,69,26,0.865,86,Early adopter,waste,WhatsApp
U0760,43,45,15,19,77,70,90,0.949,95,Low awareness,electricity,Push reminder
U0761,44,85,28,29,98,43,79,0.977,98,Low awareness,transport,WhatsApp
U0762,32,57,20,34,11,67,17,0.866,87,Early adopter,transport,In-app card
U0763,56,27,71,0,44,71,55,0.946,95,Habit driven,transport,WhatsApp
U0764,72,52,21,61,38,46,30,0.958,96,High climate awareness,food,App notification
U0765,44,86,14,33,46,69,67,0.961,96,Price sensitive,transport,Email
U0766,68,22,0,98,33,51,58,0.951,95,Time constrained,shopping,App notification
U0767,64,72,65,7,75,70,55,0.982,98,Low awareness,transport,WhatsApp
U0768,54,35,20,30,66,65,56,0.941,94,Low awareness,transport,Push reminder
U0769,49,73,60,45,33,65,52,0.974,97,Price sensitive,transport,Push reminder
U0770,60,45,30,49,32,54,59,0.953,95,High climate awareness,food,App notification
U0771,65,95,59,35,76,98,65,0.993,99,Early adopter,shopping,Push reminder
U0772,26,67,74,0,68,55,74,0.96,96,Habit driven,waste,Push reminder
U0773,56,69,54,20,44,59,72,0.972,97,Price sensitive,transport,App notification
U0774,66,41,24,57,40,75,46,0.962,96,Early adopter,electricity,Email
U0775,84,74,35,20,88,41,54,0.983,98,Low awareness,food,Push reminder
U0776,72,36,87,22,47,31,68,0.974,97,Habit driven,food,In-app card
U0777,91,47,45,34,25,54,66,0.975,98,High climate awareness,food,WhatsApp
U0778,35,71,7,30,42,65,52,0.923,92,Price sensitive,transport,WhatsApp
U0779,65,73,6,60,72,98,32,0.979,98,Early adopter,transport,Push reminder
U0780,47,56,44,62,60,52,46,0.968,97,Time constrained,food,App notification
U0781,74,66,21,0,78,59,22,0.957,96,Low awareness,food,Push reminder
U0782,39,62,46,27,34,39,62,0.939,94,Price sensitive,food,App notification
U0783,35,84,47,56,52,78,86,0.982,98,Price sensitive,food,App notification
U0784,61,65,47,28,49,98,54,0.978,98,Early adopter,food,App notification
U0785,23,52,43,48,60,65,67,0.951,95,Early adopter,food,App notification
U0786,65,60,30,29,33,79,10,0.948,95,Early adopter,waste,In-app card
U0787,34,23,58,46,60,61,56,0.944,94,Early adopter,electricity,Push reminder
U0788,62,53,43,47,66,98,58,0.982,98,Early adopter,food,Push reminder
U0789,64,33,28,85,35,71,28,0.962,96,Time constrained,food,In-app card
U0790,59,50,56,46,68,73,53,0.979,98,Early adopter,transport,Push reminder
U0791,69,45,79,58,58,43,12,0.978,98,Habit driven,transport,App notification
U0792,52,72,78,68,37,70,38,0.985,98,Habit driven,transport,Push reminder
U0793,24,53,72,33,66,46,61,0.957,96,Habit driven,electricity,WhatsApp
U0794,52,44,77,28,54,48,66,0.97,97,Habit driven,electricity,App notification
U0795,81,67,47,78,80,42,72,0.992,99,High climate awareness,electricity,Push reminder
U0796,53,25,51,49,89,46,15,0.953,95,Low awareness,food,In-app card
U0797,36,82,45,18,90,86,44,0.974,97,Low awareness,food,Push reminder
U0798,65,90,11,33,50,66,23,0.965,96,Price sensitive,transport,Email
U0799,74,49,86,98,59,55,51,0.993,99,Time constrained,electricity,WhatsApp
U0800,36,78,13,30,49,68,47,0.939,94,Price sensitive,transport,WhatsApp
U0801,61,66,62,74,86,68,76,0.992,99,Low awareness,shopping,Push reminder
U0802,58,25,66,59,50,58,57,0.97,97,Habit driven,transport,In-app card
U0803,51,38,15,95,51,84,26,0.962,96,Time constrained,transport,Push reminder
U0804,54,66,77,27,41,44,45,0.971,97,Habit driven,food,App notification
U0805,39,68,19,25,48,94,0,0.924,92,Early adopter,waste,In-app card
U0806,45,48,52,41,83,62,65,0.973,97,Low awareness,transport,In-app card
U0807,66,59,43,24,68,19,74,0.968,97,Low awareness,food,Email
U0808,74,31,54,49,56,53,38,0.97,97,High climate awareness,waste,WhatsApp
U0809,29,45,36,80,46,67,58,0.956,96,Time constrained,waste,App notification
U0810,55,68,66,63,70,18,24,0.977,98,Low awareness,transport,App notification
U0811,48,72,47,38,45,51,43,0.963,96,Price sensitive,food,In-app card
U0812,80,98,72,18,40,80,43,0.99,99,Price sensitive,transport,WhatsApp
U0813,48,52,18,59,33,61,39,0.939,94,Early adopter,transport,App notification
U0814,64,71,51,25,38,98,66,0.981,98,Early adopter,transport,Email
U0815,54,77,29,67,66,87,63,0.985,99,Early adopter,waste,Push reminder
U0816,54,55,45,35,17,16,63,0.934,93,Price sensitive,transport,Push reminder
U0817,54,54,65,79,43,39,72,0.981,98,Time constrained,transport,Email
U0818,50,40,62,9,52,64,36,0.942,94,Early adopter,transport,Push reminder
U0819,86,52,64,43,78,71,53,0.99,99,High climate awareness,food,WhatsApp
U0820,39,33,39,75,0,21,40,0.892,89,Time constrained,transport,WhatsApp
U0821,96,71,81,26,59,63,59,0.993,99,High climate awareness,waste,App notification
U0822,73,69,9,7,36,65,59,0.951,95,High climate awareness,transport,Push reminder
U0823,39,61,65,58,40,52,22,0.961,96,Habit driven,food,In-app card
U0824,28,79,59,70,38,51,31,0.966,97,Price sensitive,transport,Email
U0825,96,42,37,79,55,84,53,0.99,99,High climate awareness,transport,WhatsApp
U0826,86,74,68,64,35,65,69,0.992,99,High climate awareness,shopping,In-app card
U0827,74,58,88,54,76,64,40,0.991,99,Habit driven,electricity,In-app card
U0828,64,38,67,22,65,38,31,0.959,96,Habit driven,food,Push reminder
U0829,63,44,69,45,53,56,33,0.973,97,Habit driven,transport,In-app card
U0830,88,38,52,43,47,73,63,0.983,98,High climate awareness,waste,App notification
U0831,67,33,19,12,45,98,47,0.94,94,Early adopter,food,In-app card
U0832,60,66,38,47,15,42,14,0.942,94,Price sensitive,food,Email
U0833,71,62,66,26,27,53,69,0.977,98,High climate awareness,food,In-app card
U0834,34,35,12,38,44,57,26,0.862,86,Early adopter,shopping,In-app card
U0835,36,31,55,64,3,91,62,0.947,95,Early adopter,shopping,Push reminder
U0836,75,34,62,63,36,75,45,0.979,98,High climate awareness,electricity,App notification
U0837,46,48,27,51,61,62,15,0.94,94,Early adopter,transport,Email
U0838,89,57,38,28,47,75,11,0.972,97,High climate awareness,electricity,App notification
U0839,62,70,29,9,43,85,64,0.965,97,Early adopter,transport,Email
U0840,47,29,62,65,42,49,34,0.953,95,Time constrained,food,App notification
U0841,49,70,60,21,53,72,29,0.966,97,Early adopter,waste,WhatsApp
U0842,53,14,0,49,52,63,57,0.904,90,Early adopter,electricity,App notification
U0843,31,69,39,7,56,61,26,0.92,92,Price sensitive,food,Email
U0844,46,58,48,14,58,42,18,0.93,93,Price sensitive,electricity,WhatsApp
U0845,28,55,84,76,60,91,77,0.987,99,Early adopter,electricity,Push reminder
U0846,79,17,39,25,73,53,83,0.968,97,High climate awareness,transport,WhatsApp
U0847,59,51,50,40,40,51,84,0.971,97,High climate awareness,food,In-app card
U0848,73,38,37,15,70,69,61,0.967,97,High climate awareness,transport,App notification
U0849,73,63,37,43,34,86,66,0.98,98,Early adopter,food,In-app card
U0850,38,45,29,35,71,30,36,0.917,92,Low awareness,transport,Push reminder
U0851,50,28,49,33,72,54,57,0.953,95,Low awareness,food,WhatsApp
U0852,32,62,52,40,76,70,79,0.974,97,Low awareness,food,In-app card
U0853,13,55,71,0,44,80,35,0.912,91,Early adopter,electricity,In-app card
U0854,61,66,73,56,68,42,59,0.987,99,Habit driven,transport,In-app card
U0855,66,76,25,98,32,36,42,0.979,98,Time constrained,transport,App notification
U0856,76,62,81,34,40,45,37,0.981,98,Habit driven,transport,Email
U0857,32,69,77,47,36,74,47,0.972,97,Habit driven,transport,In-app card
U0858,42,69,44,64,32,68,58,0.97,97,Price sensitive,transport,WhatsApp
U0859,30,84,16,37,49,40,84,0.948,95,Price sensitive,transport,App notification
U0860,45,41,42,58,53,44,47,0.951,95,Time constrained,transport,Push reminder
U0861,33,45,2,29,83,72,70,0.929,93,Low awareness,food,WhatsApp
U0862,59,59,64,41,34,58,41,0.97,97,Habit driven,transport,App notification
U0863,67,53,23,55,35,53,38,0.957,96,High climate awareness,transport,WhatsApp
U0864,58,76,47,25,42,65,59,0.973,97,Price sensitive,food,App notification
U0865,85,58,43,50,45,40,52,0.979,98,High climate awareness,food,Push reminder
U0866,77,50,55,4,94,55,38,0.976,98,Low awareness,transport,Email
U0867,53,55,47,47,49,58,23,0.959,96,Early adopter,food,App notification
U0868,48,60,42,38,54,69,62,0.967,97,Early adopter,transport,In-app card
U0869,93,33,38,23,57,69,38,0.97,97,High climate awareness,electricity,In-app card
U0870,25,26,69,62,60,60,45,0.95,95,Habit driven,electricity,WhatsApp
U0871,67,41,45,63,53,73,61,0.979,98,Early adopter,transport,Email
U0872,44,33,4,68,12,97,37,0.912,91,Early adopter,waste,App notification
U0873,52,24,53,35,51,44,57,0.942,94,Habit driven,food,App notification
U0874,66,84,62,44,49,66,63,0.988,99,Price sensitive,transport,In-app card
U0875,44,64,56,25,19,54,0,0.92,92,Price sensitive,transport,WhatsApp
U0876,98,76,46,73,64,36,35,0.991,99,High climate awareness,food,App notification
U0877,76,68,39,45,66,75,56,0.986,99,High climate awareness,shopping,WhatsApp
U0878,21,84,42,24,61,71,28,0.946,95,Price sensitive,transport,Push reminder
U0879,59,87,44,38,36,43,55,0.973,97,Price sensitive,transport,App notification
U0880,61,56,47,45,62,98,72,0.984,98,Early adopter,transport,App notification
U0881,51,79,21,28,64,73,60,0.969,97,Price sensitive,transport,App notification
U0882,47,43,47,35,67,54,41,0.952,95,Low awareness,food,Push reminder
U0883,28,9,54,32,65,57,31,0.89,89,Low awareness,electricity,App notification
U0884,89,86,40,50,40,25,74,0.987,99,High climate awareness,food,In-app card
U0885,43,60,44,58,31,86,50,0.967,97,Early adopter,food,In-app card
U0886,60,60,57,85,41,57,47,0.983,98,Time constrained,transport,App notification
U0887,16,98,50,53,20,58,66,0.962,96,Price sensitive,waste,Push reminder
U0888,98,41,5,23,34,44,66,0.954,95,High climate awareness,electricity,Email
U0889,64,92,7,70,46,41,18,0.969,97,Price sensitive,transport,App notification
U0890,60,97,33,8,43,80,43,0.971,97,Price sensitive,electricity,Push reminder
U0891,69,86,23,17,31,66,49,0.965,97,Price sensitive,food,Push reminder
U0892,54,61,82,14,31,60,88,0.976,98,Habit driven,transport,WhatsApp
U0893,38,62,0,17,75,60,33,0.908,91,Low awareness,food,App notification
U0894,57,53,57,0,29,40,60,0.938,94,High climate awareness,food,In-app card
U0895,57,48,43,73,78,58,28,0.976,98,Low awareness,waste,App notification
U0896,20,12,55,52,36,86,43,0.906,91,Early adopter,electricity,In-app card
U0897,47,53,56,57,93,57,24,0.975,98,Low awareness,food,Push reminder
U0898,60,54,9,48,42,53,40,0.941,94,High climate awareness,food,Push reminder
U0899,57,78,61,40,29,71,41,0.977,98,Price sensitive,transport,WhatsApp
U0900,65,98,33,56,74,49,0,0.981,98,Price sensitive,transport,In-app card
U0901,70,56,51,43,73,58,91,0.987,99,Low awareness,electricity,In-app card
U0902,58,61,7,28,71,58,25,0.942,94,Low awareness,transport,App notification
U0903,45,41,44,21,78,64,20,0.939,94,Low awareness,shopping,In-app card
U0904,85,54,56,49,58,53,54,0.985,99,High climate awareness,transport,Push reminder
U0905,55,49,12,41,54,96,57,0.959,96,Early adopter,shopping,In-app card
U0906,44,34,50,24,38,45,41,0.913,91,Habit driven,food,Email
U0907,71,50,31,63,45,39,17,0.959,96,High climate awareness,electricity,In-app card
U0908,50,81,45,73,30,38,37,0.971,97,Price sensitive,transport,App notification
U0909,50,78,51,23,50,51,31,0.961,96,Price sensitive,transport,Email
U0910,44,39,62,52,68,54,26,0.96,96,Low awareness,transport,In-app card
U0911,47,83,20,60,29,48,6,0.943,94,Price sensitive,food,In-app card
U0912,69,45,24,60,25,56,22,0.947,95,High climate awareness,food,WhatsApp
U0913,60,37,58,29,69,90,41,0.972,97,Early adopter,food,Email
U0914,30,36,7,65,61,92,39,0.929,93,Early adopter,transport,Email
U0915,43,83,98,24,61,56,56,0.985,98,Habit driven,transport,In-app card
U0916,49,79,56,49,60,72,71,0.985,98,Price sensitive,shopping,WhatsApp
U0917,71,53,28,40,47,26,63,0.96,96,High climate awareness,electricity,Push reminder
U0918,73,51,33,64,28,38,56,0.967,97,High climate awareness,transport,In-app card
U0919,65,53,20,62,76,70,36,0.974,97,Low awareness,transport,App notification
U0920,42,51,28,8,57,69,81,0.941,94,Early adopter,food,Email
U0921,50,73,70,77,79,40,78,0.99,99,Low awareness,waste,App notification
U0922,52,70,50,18,73,50,85,0.976,98,Low awareness,transport,App notification
U0923,44,84,10,63,86,56,40,0.972,97,Low awareness,transport,WhatsApp
U0924,98,68,18,22,53,34,17,0.966,97,High climate awareness,electricity,In-app card
U0925,63,53,38,43,69,34,32,0.962,96,Low awareness,transport,App notification
U0926,57,54,59,0,17,46,65,0.939,94,Habit driven,shopping,Email
U0927,46,61,79,58,69,57,77,0.987,99,Habit driven,transport,WhatsApp
U0928,98,55,56,16,93,44,40,0.986,99,High climate awareness,transport,Push reminder
U0929,30,24,43,44,45,23,53,0.886,89,Low awareness,food,Email
U0930,48,73,45,43,75,43,26,0.968,97,Low awareness,transport,Email
U0931,68,23,70,17,36,34,40,0.939,94,Habit driven,shopping,App notification
U0932,55,71,15,27,78,80,34,0.964,96,Early adopter,waste,Push reminder
U0933,57,94,18,0,39,58,31,0.943,94,Price sensitive,electricity,App notification
U0934,75,59,31,29,35,76,38,0.965,97,Early adopter,food,Push reminder
U0935,36,27,82,56,50,55,42,0.958,96,Habit driven,shopping,Push reminder
U0936,52,49,32,39,37,64,47,0.945,95,Early adopter,shopping,WhatsApp
U0937,45,9,57,12,40,5,59,0.857,86,Habit driven,transport,App notification
U0938,59,15,46,57,53,52,48,0.951,95,High climate awareness,electricity,In-app card
U0939,56,46,50,25,58,69,44,0.961,96,Early adopter,food,Push reminder
U0940,57,37,48,28,67,43,53,0.954,95,Low awareness,transport,App notification
U0941,53,60,43,22,71,42,60,0.963,96,Low awareness,food,Email
U0942,85,49,47,80,47,65,60,0.988,99,High climate awareness,food,App notification
U0943,33,23,75,60,62,86,62,0.97,97,Early adopter,transport,WhatsApp
U0944,45,41,58,43,18,77,74,0.958,96,Early adopter,food,App notification
U0945,84,34,87,42,42,48,54,0.983,98,Habit driven,transport,WhatsApp
U0946,83,64,75,83,48,77,36,0.993,99,High climate awareness,food,In-app card
U0947,49,58,25,26,39,88,58,0.951,95,Early adopter,transport,WhatsApp
U0948,58,47,55,98,2,67,92,0.982,98,Time constrained,shopping,In-app card
U0949,48,11,50,22,90,55,33,0.93,93,Low awareness,shopping,App notification
U0950,73,64,64,87,38,94,85,0.994,99,Early adopter,food,App notification
U0951,44,51,82,21,54,44,50,0.962,96,Habit driven,food,WhatsApp
U0952,64,67,55,34,88,86,52,0.987,99,Low awareness,shopping,In-app card
U0953,54,51,52,41,72,69,28,0.97,97,Low awareness,electricity,Email
U0954,37,48,35,12,56,57,35,0.908,91,Early adopter,food,WhatsApp
U0955,95,43,15,96,94,46,73,0.991,99,Time constrained,electricity,WhatsApp
U0956,56,63,75,71,53,41,32,0.982,98,Habit driven,food,Push reminder
U0957,24,60,44,14,56,72,30,0.92,92,Early adopter,transport,WhatsApp
U0958,54,32,39,81,39,46,35,0.953,95,Time constrained,food,In-app card
U0959,54,52,30,0,31,20,62,0.895,90,High climate awareness,food,In-app card
U0960,64,33,2,43,57,94,89,0.963,96,Early adopter,electricity,Push reminder
U0961,52,73,51,42,49,57,45,0.972,97,Price sensitive,food,In-app card
U0962,89,37,0,30,33,30,74,0.94,94,High climate awareness,transport,App notification
U0963,33,66,89,14,45,87,39,0.968,97,Habit driven,waste,In-app card
U0964,61,46,27,15,61,46,71,0.949,95,High climate awareness,electricity,App notification
U0965,86,96,26,70,61,79,32,0.992,99,Price sensitive,food,In-app card
U0966,69,53,56,18,25,65,40,0.959,96,High climate awareness,shopping,In-app card
U0967,50,65,12,70,52,75,58,0.97,97,Early adopter,transport,In-app card
U0968,78,60,34,38,57,63,59,0.979,98,High climate awareness,transport,App notification
U0969,87,34,61,39,72,92,51,0.987,99,Early adopter,electricity,In-app card
U0970,75,80,38,29,27,56,46,0.973,97,Price sensitive,electricity,Push reminder
U0971,55,53,52,61,34,78,35,0.971,97,Early adopter,food,In-app card
U0972,59,19,59,44,53,58,60,0.961,96,High climate awareness,electricity,In-app card
U0973,72,40,31,51,63,70,22,0.966,97,High climate awareness,food,App notification
U0974,25,60,43,20,38,62,18,0.897,90,Early adopter,transport,App notification
U0975,47,49,38,35,77,78,35,0.961,96,Early adopter,transport,App notification
U0976,80,12,46,34,73,79,18,0.962,96,High climate awareness,food,Email
U0977,79,69,82,47,36,39,77,0.989,99,Habit driven,waste,Push reminder
U0978,88,46,45,74,65,56,32,0.986,99,High climate awareness,transport,Push reminder
U0979,42,46,58,43,57,53,40,0.956,96,Habit driven,electricity,App notification
U0980,59,60,22,58,56,74,54,0.973,97,Early adopter,food,Email
U0981,63,28,67,40,17,58,17,0.941,94,Habit driven,shopping,Push reminder
U0982,77,44,22,57,49,70,45,0.971,97,High climate awareness,electricity,App notification
U0983,78,46,10,15,58,46,73,0.953,95,High climate awareness,electricity,App notification
U0984,36,75,35,73,60,63,61,0.976,98,Price sensitive,transport,WhatsApp
U0985,80,79,39,98,37,52,62,0.991,99,Time constrained,electricity,Push reminder
U0986,47,31,30,5,91,39,42,0.912,91,Low awareness,waste,App notification
U0987,70,55,31,38,37,54,55,0.963,96,High climate awareness,electricity,Email
U0988,59,43,38,70,66,64,35,0.972,97,Time constrained,electricity,WhatsApp
U0989,68,54,82,46,29,98,19,0.982,98,Early adopter,waste,Push reminder
U0990,22,13,98,92,52,68,53,0.971,97,Habit driven,food,In-app card
U0991,26,30,52,40,45,46,45,0.905,91,Habit driven,electricity,Email
U0992,57,41,44,38,46,73,42,0.957,96,Early adopter,food,App notification
U0993,47,79,42,29,34,25,71,0.956,96,Price sensitive,waste,In-app card
U0994,62,38,38,29,41,51,70,0.951,95,High climate awareness,transport,Push reminder
U0995,94,37,41,47,30,61,55,0.976,98,High climate awareness,shopping,WhatsApp
U0996,58,5,23,76,60,5,17,0.895,90,Time constrained,food,WhatsApp
U0997,70,76,60,22,74,44,35,0.98,98,Price sensitive,transport,WhatsApp
U0998,65,65,34,58,18,73,54,0.972,97,Early adopter,transport,In-app card
U0999,45,77,56,50,40,75,72,0.98,98,Price sensitive,food,In-app card
U1000,72,82,39,75,53,39,33,0.984,98,Price sensitive,transport,Email
