Entity,Code,Year,Above $10 a day,$8.30-$10 a day,$4.20-$8.30 a day,$3-$4.20 a day,Below $3 a day
Kyrgyzstan,KGZ,2021,938365,645418,3669813,1210638,386990
Kyrgyzstan,KGZ,2022,939790,680601,3815931,1221574,317324
Kyrgyzstan,KGZ,2023,1215637,765784,3957002,966544,194783
Kyrgyzstan,KGZ,2024,1611298,902434,3806987,743160,157989
Laos,LAO,1992,252955,124066,1217157,1058521,1932030
Laos,LAO,1997,137361,91356,801426,935681,3205438
Laos,LAO,2002,224910,135877,1415038,1427316,2429512
Laos,LAO,2007,382569,211686,1768224,1530009,2185076
Laos,LAO,2012,787974,356919,2573425,1403713,1420049
Laos,LAO,2018,1259700,515393,2890501,1385256,1123223
Laos,LAO,2024,1587515,720995,3715364,1192198,553747
Latin America and Caribbean (WB),WB_LAC,1990,157253974,30521732,116073371,45752564,91356503
Latin America and Caribbean (WB),WB_LAC,1991,160811380,31929161,119874899,46394017,90119535
Latin America and Caribbean (WB),WB_LAC,1992,161134400,33209662,124574274,45998765,92328147
Latin America and Caribbean (WB),WB_LAC,1993,166061567,33200925,124259563,48070626,93733047
Latin America and Caribbean (WB),WB_LAC,1994,173523639,34768342,124734673,48169975,92131979
Latin America and Caribbean (WB),WB_LAC,1995,179809108,36116617,126857750,49341716,89183833
Latin America and Caribbean (WB),WB_LAC,1996,181394493,34361636,127466127,48799418,97213398
Latin America and Caribbean (WB),WB_LAC,1997,189739926,34680551,127274687,48812062,96589766
Latin America and Caribbean (WB),WB_LAC,1998,195377502,35262344,129733098,47737750,96841882
Latin America and Caribbean (WB),WB_LAC,1999,193410502,36908576,132103525,50541766,99766607
Latin America and Caribbean (WB),WB_LAC,2000,206539546,37477624,133995079,48227647,94032232
Latin America and Caribbean (WB),WB_LAC,2001,211531364,39176626,133218033,49246302,94400251
Latin America and Caribbean (WB),WB_LAC,2002,213289223,39598379,138407199,51958385,91438398
Latin America and Caribbean (WB),WB_LAC,2003,219354420,40460922,141632306,50420484,89775260
Latin America and Caribbean (WB),WB_LAC,2004,229018615,42025564,144034458,49576653,83800262
Latin America and Caribbean (WB),WB_LAC,2005,246389780,42106726,140391633,47218746,79013883
Latin America and Caribbean (WB),WB_LAC,2006,267972110,44297310,138394773,43715609,67372198
Latin America and Caribbean (WB),WB_LAC,2007,283474999,44578566,136668022,42424415,61199214
Latin America and Caribbean (WB),WB_LAC,2008,298573331,44584940,133679629,41159699,56911137
Latin America and Caribbean (WB),WB_LAC,2009,302332921,46279610,136477736,40999415,55298478
Latin America and Caribbean (WB),WB_LAC,2010,316792458,46845816,135968480,38316074,49829684
Latin America and Caribbean (WB),WB_LAC,2011,332196256,47490518,132797097,35718326,45884651
Latin America and Caribbean (WB),WB_LAC,2012,343303962,47348437,130344531,34351819,45071539
Latin America and Caribbean (WB),WB_LAC,2013,353424831,47875095,129892059,34066759,41424584
Latin America and Caribbean (WB),WB_LAC,2014,359619636,48966830,131130483,33403557,39728902
Latin America and Caribbean (WB),WB_LAC,2015,374390912,48938063,126864538,31249300,37425667
Latin America and Caribbean (WB),WB_LAC,2016,379657395,48956329,126219539,31092509,38812020
Latin America and Caribbean (WB),WB_LAC,2017,387125161,48155820,125959820,30359877,38814298
Latin America and Caribbean (WB),WB_LAC,2018,393132220,48722498,125198240,29986209,38738945
Latin America and Caribbean (WB),WB_LAC,2019,398485285,48762121,124552013,29548462,39614487
Latin America and Caribbean (WB),WB_LAC,2020,396580305,52276869,129426104,29621933,37592965
Latin America and Caribbean (WB),WB_LAC,2021,395736599,51962927,131616234,29344964,40575372
Latin America and Caribbean (WB),WB_LAC,2022,418446988,51856162,122756659,27081674,32966613
Latin America and Caribbean (WB),WB_LAC,2023,432875111,50536985,117452316,26348032,30404068
Latin America and Caribbean (WB),WB_LAC,2024,451011492,47782878,110597080,24442156,28352762
Latin America and Caribbean (WB),WB_LAC,2025,458464621,46973187,109912410,23811007,27439863
Latin America and Caribbean (WB),WB_LAC,2026,465018298,46695256,108565959,23521237,27040594
Latvia,LVA,1993,937959,395362,1090680,139289,0
Latvia,LVA,1995,1232563,371019,704290,123656,53528
Latvia,LVA,1996,1158236,381386,707311,117578,92711
Latvia,LVA,2004,1505248,236014,381037,58121,82702
Latvia,LVA,2005,1562734,222531,326334,57564,69636
Latvia,LVA,2006,1829346,142005,182896,20950,43160
Latvia,LVA,2007,1944112,95073,120278,22553,18309
Latvia,LVA,2008,1887618,90184,143962,21014,34544
Latvia,LVA,2009,1741466,100400,210916,33234,55653
Latvia,LVA,2010,1668289,122972,219783,32052,54459
Latvia,LVA,2011,1664751,112170,213705,34949,34134
Latvia,LVA,2012,1663334,115860,192222,33632,29271
Latvia,LVA,2013,1719849,91069,146609,24145,30975
Latvia,LVA,2014,1760553,65124,124432,21423,22250
Latvia,LVA,2015,1804635,59216,79675,13567,20434
Latvia,LVA,2016,1806546,45467,77438,11250,18836
Latvia,LVA,2017,1787873,48778,73462,13050,19085
Latvia,LVA,2018,1814844,42277,50269,9008,10776
Latvia,LVA,2019,1820239,31057,46684,9383,6459
Latvia,LVA,2020,1817455,27302,39681,6279,9732
Latvia,LVA,2021,1817703,21726,30151,5664,9246
Latvia,LVA,2022,1790732,33658,41569,5453,7971
Latvia,LVA,2023,1807658,23700,39753,4234,8365
Lebanon,LBN,2011,4726261,191978,269040,13146,3181
Lebanon,LBN,2022,2167471,675698,2020083,571032,333408
Lesotho,LSO,1986,115609,42292,266951,195386,1066016
Lesotho,LSO,1994,235831,58267,296861,189309,1158118
Lesotho,LSO,2002,52245,28326,214054,205055,1487784
Lesotho,LSO,2017,232538,116674,583604,323517,904486
Liberia,LBR,2007,91856,47932,612247,676321,2240694
Liberia,LBR,2014,297273,176611,1592529,1048945,1448935
Liberia,LBR,2016,349679,208980,1582707,1018311,1595931
Lithuania,LTU,1993,435837,271298,1776714,673255,525509
Lithuania,LTU,2004,2261467,283933,569249,128093,134333
Lithuania,LTU,2005,2532425,224482,410462,63899,91260
Lithuania,LTU,2006,2815099,127118,233112,34102,60478
Lithuania,LTU,2007,2866005,124445,176574,12521,51749
Lithuania,LTU,2008,2893884,109520,120052,16853,57922
Lithuania,LTU,2009,2630303,132897,262664,50938,86114
Lithuania,LTU,2010,2528426,199759,263150,44501,61446
Lithuania,LTU,2011,2615747,143449,220549,21412,26958
Lithuania,LTU,2012,2589494,139443,198628,30184,31390
Lithuania,LTU,2013,2640357,113712,143070,28584,35527
Lithuania,LTU,2014,2575672,131346,151825,28002,50408
Lithuania,LTU,2015,2609415,104708,153661,12883,30442
Lithuania,LTU,2016,2637443,79976,96531,20815,42560
Lithuania,LTU,2017,2650114,50008,97347,11991,33179
Lithuania,LTU,2018,2684794,38237,58400,10107,27662
Lithuania,LTU,2019,2727879,19620,42880,3748,16962
Lithuania,LTU,2020,2741898,18232,30674,6277,13288
Lithuania,LTU,2021,2752763,15311,28553,2808,8945
Lithuania,LTU,2022,2738176,18945,44387,7428,22703
Lithuania,LTU,2023,2751218,27045,57432,4362,31528
Luxembourg,LUX,1985,365239,734,366,0,367
Luxembourg,LUX,1986,367618,369,368,0,0
Luxembourg,LUX,1987,369638,370,371,371,0
Luxembourg,LUX,1988,373450,0,0,0,0
Luxembourg,LUX,1989,377100,0,0,0,0
Luxembourg,LUX,1990,381850,0,0,0,0
Luxembourg,LUX,1991,387000,0,0,0,0
Luxembourg,LUX,1992,392175,0,0,0,0
Luxembourg,LUX,1993,397078,397,0,0,0
Luxembourg,LUX,1994,402522,0,403,0,0
Luxembourg,LUX,1995,408216,0,409,0,0
Luxembourg,LUX,1996,413397,414,0,0,414
Luxembourg,LUX,1997,419031,0,419,0,0
Luxembourg,LUX,1998,424275,0,425,0,0
Luxembourg,LUX,1999,430045,430,0,0,0
Luxembourg,LUX,2000,435864,436,0,0,0
Luxembourg,LUX,2001,441083,442,0,0,0
Luxembourg,LUX,2002,445729,0,446,0,0
Luxembourg,LUX,2003,449199,90,1844,173,324
Luxembourg,LUX,2004,456850,817,332,13,83
Luxembourg,LUX,2005,464184,307,245,230,192
Luxembourg,LUX,2006,472003,0,616,0,18
Luxembourg,LUX,2007,479809,29,50,0,105
Luxembourg,LUX,2008,487435,408,807,0,0
Luxembourg,LUX,2009,496246,253,944,102,238
Luxembourg,LUX,2010,505450,208,1108,21,166
Luxembourg,LUX,2011,517142,98,389,3,715
Luxembourg,LUX,2012,529078,73,1205,358,232
Luxembourg,LUX,2013,541928,49,720,179,484
Luxembourg,LUX,2014,554569,158,488,212,892
Luxembourg,LUX,2015,564707,495,2292,345,1765
Luxembourg,LUX,2016,577324,1253,2254,501,682
Luxembourg,LUX,2017,587833,1649,4393,725,1736
Luxembourg,LUX,2018,601860,1516,2273,453,1848
Luxembourg,LUX,2019,617547,407,1213,207,627
Luxembourg,LUX,2020,630083,141,178,17,0
Luxembourg,LUX,2021,636285,880,2176,196,527
Luxembourg,LUX,2022,651274,225,804,118,682
Luxembourg,LUX,2023,664517,508,689,149,567
Madagascar,MDG,1980,419951,189397,1509862,1327399,5559423
Madagascar,MDG,1993,176858,74650,899555,1105846,11065387
Madagascar,MDG,1997,122951,87662,1189829,1497287,12093085
Madagascar,MDG,1999,119901,125983,1416951,1773942,12563729
Madagascar,MDG,2001,1358045,500072,3167290,2220393,9787140
Madagascar,MDG,2005,855650,460416,3703843,3542152,10597647
Madagascar,MDG,2010,794450,486799,3202944,3214579,14484568
Madagascar,MDG,2012,839660,472709,3352769,3156748,16112754
Madagascar,MDG,2021,664827,372492,3841105,4447074,20925218
Malawi,MWI,1997,492178,212833,1470318,1635648,6942656
Malawi,MWI,2004,260352,123433,1284586,1552324,9358080
Malawi,MWI,2010,437276,148501,1623364,1838268,10879923
Malawi,MWI,2016,404442,212528,2016070,2386497,12687615
Malawi,MWI,2019,327408,234990,1867481,2281875,14471520
Malaysia,MYS,1984,7205939,1325654,3957480,1287576,982360
Malaysia,MYS,1987,7794116,1493716,4540070,1495669,953166
Malaysia,MYS,1989,8253712,1639730,4957630,1608736,855188
Malaysia,MYS,1992,9715814,1639173,4906217,1630886,942482
Malaysia,MYS,1995,10747771,1738674,5107656,1672599,1063900
Malaysia,MYS,1997,13313982,1668977,4584984,1440904,366371
Malaysia,MYS,2003,15172008,2009886,5423697,1290946,783065
Malaysia,MYS,2006,17719468,2161006,5228099,870398,438937
Malaysia,MYS,2008,18835828,2155165,5216970,1089976,410799
Malaysia,MYS,2011,22942467,1929263,3741558,442567,106185
Malaysia,MYS,2013,26359567,1479251,2155783,146872,32791
Malaysia,MYS,2015,28615345,1295792,1685418,109714,16589
Malaysia,MYS,2018,30664820,1098682,1327286,53811,9997
Malaysia,MYS,2021,32533231,949725,955116,29842,4510
Maldives,MDV,2002,36063,18504,120437,63778,55272
Maldives,MDV,2009,83980,39966,138851,45264,46473
Maldives,MDV,2016,354290,37195,49159,2277,387
Maldives,MDV,2019,396907,43712,55744,0,0
Mali,MLI,1994,107804,44715,460230,447872,8906410
Mali,MLI,2001,247763,165085,1767721,1575063,8186597
Mali,MLI,2006,454601,212383,2250425,2164533,9025106
Mali,MLI,2009,235283,225240,2611787,2752575,10064251
Mali,MLI,2018,2095092,1122188,6926610,4543901,6111273
Mali,MLI,2021,1681724,905274,6632423,5335349,8223746
Malta,MLT,2006,398764,2664,1294,360,2226
Malta,MLT,2007,398279,2891,2829,579,2146
Malta,MLT,2008,405869,667,1866,243,734
Malta,MLT,2009,406153,1589,2448,311,1976
Malta,MLT,2010,410431,1439,1492,74,1072
Malta,MLT,2011,412702,518,1462,713,873
Malta,MLT,2012,416816,998,1061,367,786
Malta,MLT,2013,422431,1309,475,469,126
Malta,MLT,2014,431491,1248,632,110,0
Malta,MLT,2015,442021,549,1225,50,375
Malta,MLT,2016,452658,490,530,311,516
Malta,MLT,2017,464489,713,871,263,770
Malta,MLT,2018,481501,275,974,382,771
Malta,MLT,2019,498680,1472,1437,788,1535
Malta,MLT,2020,509497,930,1469,1564,2030
Malta,MLT,2021,514875,623,1645,376,631
Malta,MLT,2022,526817,475,2674,563,584
Malta,MLT,2023,546544,210,1109,2707,2177
Marshall Islands,MHL,2019,22391,5123,12949,1982,911
Mauritania,MRT,1987,108307,55605,419724,303789,915589
Mauritania,MRT,1993,134395,54467,431930,376442,1177094
Mauritania,MRT,1995,231594,105787,781490,477885,741578
Mauritania,MRT,2000,314604,140842,888838,490216,811600
Mauritania,MRT,2004,305209,149515,1016605,608011,828041
Mauritania,MRT,2008,558765,270928,1194348,562991,616473
Mauritania,MRT,2014,737287,415685,1683882,561164,450496
Mauritania,MRT,2019,889247,422241,2055246,715640,464788
Mauritius,MUS,2006,688037,167974,333931,33053,13818
Mauritius,MUS,2012,783582,143074,286260,29481,13485
Mauritius,MUS,2017,901883,121480,212864,21827,6833
Mexico,MEX,1984,24174626,5945290,22173931,10220366,10992635
Mexico,MEX,1989,26119052,6254490,27350684,9518943,12004015
Mexico,MEX,1992,32343784,6778769,26703009,8757019,11462227
Mexico,MEX,1994,33864360,7863812,26006046,9343163,12181827
Mexico,MEX,1996,24986062,6846515,28214579,12348511,20057037
Mexico,MEX,1998,29322384,6848175,28132668,10348362,20923659
Mexico,MEX,2000,36316086,8007907,28427940,9755406,16118213
Mexico,MEX,2002,38815728,8981923,30159457,10592055,12999461
Mexico,MEX,2004,42354984,9453163,32018422,9033848,11533711
Mexico,MEX,2005,45191047,9422927,30177970,8680679,12338881
Mexico,MEX,2006,48121358,9864215,30997779,8571359,9698953
Mexico,MEX,2008,50295581,9297415,30116237,9535599,11129456
Mexico,MEX,2010,50066485,10893071,34175381,8934231,9554728
Mexico,MEX,2012,53699707,11641351,33658122,9301648,8517380
Mexico,MEX,2014,51981882,12025769,37684756,9469158,8622699
Mexico,MEX,2016,63498012,12590087,33301907,7437184,5424162
Mexico,MEX,2018,67855301,12710256,32631712,6525492,4850951
Mexico,MEX,2020,67516881,12949681,34183843,6752039,5396612
Mexico,MEX,2022,80781656,12608631,27919408,4306230,2997195
Mexico,MEX,2024,91839970,11022174,22576994,3268088,2153782
Micronesia (country),FSM,2005,29709,9378,39741,15034,17550
Micronesia (country),FSM,2013,15308,8387,37024,19132,28270
Micronesia (country) (urban),,2000,3744,1076,4806,2738,12655
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1990,74180730,24432474,106894650,46590192,131180994
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1991,75811875,23491451,112976540,55944533,126027249
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1992,81137396,25274329,122254150,62740732,114440657
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1993,84004174,26139004,125469197,63365942,118172019
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1994,87173867,27071388,133572401,70178944,110120840
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1995,89229863,27355647,138018909,73123103,111241342
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1996,95211969,29012112,144441014,77262423,103931874
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1997,101319016,31003580,146719942,77144374,104677152
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1998,111802383,33285598,144306259,73424992,109227808
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,1999,117431642,34620405,145238133,73027782,113112534
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2000,125029751,35543787,143947451,72400738,117928577
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2001,127599787,35580931,145268458,73500464,124528632
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2002,131525948,36094710,149902292,75466685,125203453
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2003,133634503,36405783,161597408,80860535,117840747
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2004,150996602,37282343,164642701,81955224,108209658
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2005,157044339,38067172,170840858,85471517,104786354
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2006,163912613,39166405,177370513,88890495,100558470
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2007,171927161,39722564,183168477,91236883,97688723
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2008,179948611,42178697,193570021,94281694,87820081
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2009,188341714,43492818,193862566,93144077,93287337
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2010,195308158,46702483,205142295,94147177,83528559
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2011,201215165,49819507,211320977,93790883,82907356
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2012,208989255,52706540,218403698,92921800,80252179
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2013,210185276,55408228,230333183,93904565,77632748
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2014,214735552,57265232,236141434,94343117,78231273
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2015,224537588,59563734,237093549,94372803,78665286
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2016,230059181,58344053,240972939,97442496,80204883
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2017,235520438,58471555,246464107,98937489,79494155
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2018,237355899,58684250,252835739,100732374,80754042
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2019,237289668,60382212,255867804,102743288,86431460
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2020,228980421,61891256,264495644,105703181,95334810
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2021,236612831,63581092,261084551,103167799,103132159
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2022,250016979,65265854,260341041,101443590,105281912
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2023,257516557,67336060,260346416,101784298,110818141
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2024,264978936,68474871,261019765,101823901,116848639
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2025,271542249,69885567,261789765,102235889,121277282
"Middle East, North Africa, Afghanistan and Pakistan (WB)",WB_MENAP,2026,280141501,71603957,263663091,102626369,122061402
Moldova,MDA,1997,455322,234863,1157364,528092,560772
Moldova,MDA,1998,300404,158210,975268,564840,936505
Moldova,MDA,1999,228104,99859,706975,606944,1288740
Moldova,MDA,2000,163914,93668,829890,638151,1199045
Moldova,MDA,2001,253779,141951,967577,615445,939383
Moldova,MDA,2002,420062,232128,1142676,536293,580226
Moldova,MDA,2003,590286,257795,1302825,461043,291249
Moldova,MDA,2004,563974,263896,1292257,441342,334554
Moldova,MDA,2005,476185,210810,1217860,505117,479013
Moldova,MDA,2006,1295550,342654,965620,179085,98058
Moldova,MDA,2007,1555830,350450,796623,125922,45474
Moldova,MDA,2008,1478391,375127,824985,141642,48688
Moldova,MDA,2009,1519859,361712,810290,131225,42127
Moldova,MDA,2010,1567403,387541,799747,83758,23905
Moldova,MDA,2011,1697316,363427,723914,62741,13301
Moldova,MDA,2012,1657736,420310,723482,43883,14913
Moldova,MDA,2013,1849482,367133,601018,37704,4221
Moldova,MDA,2014,1831786,414723,592681,18483,142
Moldova,MDA,2015,1882936,413170,516259,22055,1558
Moldova,MDA,2016,1848743,418256,512159,19406,4622
Moldova,MDA,2017,1836045,399997,503753,13707,1687
Moldova,MDA,2018,1908849,377422,409750,10688,494
Moldova,MDA,2019,1896743,338205,419937,8576,763
Moldova,MDA,2020,1822738,372719,434705,4544,424
Moldova,MDA,2021,1865298,330093,392173,3971,4274
Moldova,MDA,2022,1619159,411588,489865,7042,1000
Moldova,MDA,2023,1598850,356604,481636,17517,3176
Mongolia,MNG,1995,266415,153988,905931,406053,492558
Mongolia,MNG,1998,59280,61210,697909,582695,922715
Mongolia,MNG,2002,328550,201686,1015897,448685,458911
Mongolia,MNG,2007,926443,299660,1019824,271694,104905
Mongolia,MNG,2010,991524,334487,1079994,236752,95865
Mongolia,MNG,2011,1143069,346019,1059441,176738,61050
Mongolia,MNG,2012,1449335,347568,882690,129367,30745
Mongolia,MNG,2014,1655636,400605,789432,94310,23130
Mongolia,MNG,2016,1301146,404950,1131772,191115,59873
Mongolia,MNG,2018,1476872,410863,1105647,160552,54255
Mongolia,MNG,2022,2157081,438741,759895,62929,15102
Montenegro,MNE,2012,391472,46354,114723,34059,34810
Montenegro,MNE,2013,398327,48922,121047,22131,32160
Montenegro,MNE,2014,415021,47350,103491,33801,24081
Montenegro,MNE,2015,422299,48636,100668,30469,22579
Montenegro,MNE,2016,460508,39223,86627,18247,20748
Montenegro,MNE,2017,467957,37717,73183,18038,29087
Montenegro,MNE,2018,454776,39653,88480,19044,24485
Montenegro,MNE,2019,472120,44061,79890,15055,15627
Montenegro,MNE,2020,472711,43654,79423,16746,14056
Montenegro,MNE,2021,497359,37029,65472,9605,15588
Morocco,MAR,1984,2514724,1398429,9031111,4021548,4888054
Morocco,MAR,1990,6532660,1990297,9536784,3863532,2778345
Morocco,MAR,1998,5132705,2222788,10728529,4755730,4842726
Morocco,MAR,2000,5595006,2098647,10859335,5367164,4827986
Morocco,MAR,2006,7981607,2879624,13076080,4291844,2919937
Morocco,MAR,2013,13429832,3911671,12727218,2677800,1249655
Mozambique,MOZ,1996,295525,93140,866229,790004,14571108
Mozambique,MOZ,2002,282793,121385,886956,1093121,16791151
Mozambique,MOZ,2008,406056,156587,1562549,2064993,18012567
Mozambique,MOZ,2014,1051958,365197,2685679,2587707,19431937
Mozambique,MOZ,2019,790461,271659,2314625,2264513,25070486
Mozambique,MOZ,2022,936910,282108,2355842,2526411,26633289
Myanmar,MMR,2015,5426753,3494797,21402053,11446452,9319001
Myanmar,MMR,2017,6616740,3847686,26346338,9756519,5327653
Namibia,NAM,1993,231574,44271,208535,129797,932129
Namibia,NAM,2003,310938,67166,361760,273353,920741
Namibia,NAM,2009,405150,90507,470500,320318,808424
Namibia,NAM,2015,790986,139446,623924,290625,546845
Nauru,NRU,2012,2310,977,4883,1255,1015
Nepal,NPL,1984,85198,84333,1039307,1733850,14338780
Nepal,NPL,1995,362106,275636,2579751,3271953,16004204
Nepal,NPL,2003,1524888,604286,4548805,4688835,14403918
Nepal,NPL,2010,2651747,1570345,11014115,6088212,6038365
Nepal,NPL,2022,9822427,4234204,12945028,1979657,723708
Netherlands,NLD,1983,13849856,71835,215506,129304,100569
Netherlands,NLD,1987,14547717,14665,43995,0,58660
Netherlands,NLD,1990,14652480,29903,59806,44854,164467
Netherlands,NLD,1993,14770495,45872,168194,91742,214065
Netherlands,NLD,1999,15701403,15812,31625,15812,47436
Netherlands,NLD,2004,16116753,32707,62244,14593,55482
Netherlands,NLD,2005,16175434,65348,44889,9991,24206
Netherlands,NLD,2006,16261699,38825,27452,10640,7485
Netherlands,NLD,2007,16298920,9910,63232,4944,4690
Netherlands,NLD,2008,16324573,16262,69932,6137,28689
Netherlands,NLD,2009,16448091,9342,32760,2478,37717
Netherlands,NLD,2010,16566051,17944,13107,10410,7882
Netherlands,NLD,2011,16625349,4946,34392,5108,23279
Netherlands,NLD,2012,16706028,670,32625,2932,12707
Netherlands,NLD,2013,16709156,43841,26576,9598,15261
Netherlands,NLD,2014,16767260,22917,39475,10206,25150
Netherlands,NLD,2015,16856299,16496,44542,11024,11563
Netherlands,NLD,2016,16938968,24627,41157,15737,9825
Netherlands,NLD,2017,17017391,40376,22691,15532,35306
Netherlands,NLD,2018,17144104,20838,39411,7948,19323
Netherlands,NLD,2019,17241324,30931,52400,3615,16604
Netherlands,NLD,2020,17384433,9189,28834,11928,7116
Netherlands,NLD,2021,17471176,7483,33219,4113,17053
Nicaragua,NIC,1993,606786,184867,973230,589544,2099305
Nicaragua,NIC,1998,805892,287529,1351730,741615,1696889
Nicaragua,NIC,2001,1059895,348998,1540987,799335,1338610
Nicaragua,NIC,2005,1416294,429680,1822295,792497,881339
Nicaragua,NIC,2009,1630638,513072,2017487,708339,787065
Nicaragua,NIC,2014,2583171,662335,1868686,553709,398591
Niger,NER,1992,63046,32700,379816,608084,7974670
Niger,NER,1994,60796,39491,407997,546374,8457458
Niger,NER,2005,195729,71512,864332,1090255,11534364
Niger,NER,2007,218092,105755,934486,1298569,12419783
Niger,NER,2011,279490,149089,1982660,2940731,11824314
Niger,NER,2014,384817,321381,3259247,3662550,11587913
Niger,NER,2018,844954,346879,3771474,4308513,13349272
Niger,NER,2021,593850,388551,4067830,4790579,15066246
Nigeria,NGA,1985,4246768,2713215,19938786,14939770,43643925
Nigeria,NGA,1992,5980331,3610953,22206074,14101242,56474168
Nigeria,NGA,1996,6819509,2997438,19942018,15003346,69742473
Nigeria,NGA,2003,6328724,4062148,32599042,25369246,71425928
Nigeria,NGA,2010,11501583,7583759,50666939,34214888,65044079
Nigeria,NGA,2012,12564503,8226909,54784437,36165882,66883309
Nigeria,NGA,2015,15157103,9508523,60660194,38681801,69050171
Nigeria,NGA,2018,13968549,9641436,70023024,43475358,71240545
Nigeria,NGA,2022,8890020,7107594,65497770,50289538,94725734
North America (WB),WB_NA,1990,271088747,1944265,2397694,429874,1511132
North America (WB),WB_NA,1991,274441075,1828383,2653313,500281,1653364
North America (WB),WB_NA,1992,277578119,1926328,3217210,547097,1674926
North America (WB),WB_NA,1993,280896298,2373319,3044571,463394,1885010
North America (WB),WB_NA,1994,285022682,2009095,2696047,501196,1956836
North America (WB),WB_NA,1995,288788382,1878909,2569534,548556,1854459
North America (WB),WB_NA,1996,292824974,1689916,2298458,461704,1788980
North America (WB),WB_NA,1997,295829412,1814329,2545509,411463,2022423
North America (WB),WB_NA,1998,299308001,1598255,2389591,423679,2350298
North America (WB),WB_NA,1999,303259266,1590933,2242021,381705,2028475
North America (WB),WB_NA,2000,306580926,1502326,2251944,460372,2114128
North America (WB),WB_NA,2001,309150999,1428786,2295240,570917,2605738
North America (WB),WB_NA,2002,311927390,1523874,2602701,498107,2494456
North America (WB),WB_NA,2003,313917024,1772324,2708593,491075,2923752
North America (WB),WB_NA,2004,316836963,1768575,2629165,520126,3051827
North America (WB),WB_NA,2005,319892361,1780950,2664034,455639,3029064
North America (WB),WB_NA,2006,323280181,1558446,2636465,442166,3096694
North America (WB),WB_NA,2007,326622672,1566253,2497910,458169,3038100
North America (WB),WB_NA,2008,329102151,1858782,2642504,501274,3299865
North America (WB),WB_NA,2009,333010372,1527628,2472152,507649,2947351
North America (WB),WB_NA,2010,334637338,1875893,2961957,515408,3457244
North America (WB),WB_NA,2011,337572355,1524074,3176271,632131,3337569
North America (WB),WB_NA,2012,340535583,1651210,2978096,553379,3397860
North America (WB),WB_NA,2013,343410307,1602734,2740951,684376,3432480
North America (WB),WB_NA,2014,345750614,1454381,2788065,622506,4139602
North America (WB),WB_NA,2015,348848084,1190631,3039194,584582,3920581
North America (WB),WB_NA,2016,352268275,1319233,2629453,569495,3741128
North America (WB),WB_NA,2017,354506712,1312656,2640909,602635,4154336
North America (WB),WB_NA,2018,357824578,1260604,2382093,581262,3617479
North America (WB),WB_NA,2019,360739693,1153332,2214446,483424,3317937
North America (WB),WB_NA,2020,364004805,890681,3214702,437830,1122734
North America (WB),WB_NA,2021,365840124,1031370,1657233,865974,1009587
North America (WB),WB_NA,2022,364451183,1174328,2348935,550829,4492741
North America (WB),WB_NA,2023,368777240,1168813,2408567,539287,4060493
